House_ID,House_Name,Location,BHK,Monthly_Rent,Area_sqft,Furnishing_Status,Floor_Type,Parking_Available,Distance_to_Metro_km,Amenities_Score,Listed_Date,Target_Tenant,Rating
193,Royal Residency 22,JP Nagar,2BHK,18566.1,1647.7,FURNISHED,low rise,No,6.7,5.8,23-Sep-26,family,2.6
194,Urban Heights 50,KORAMANGALA,4 BHK,48239.84,1857.1,UNFURNISHED,Ground Floor,no,6.7,6,16-May-26,any,4.9
195,Elite Apartments 23,Whitefield,2BHK,31332.52,2300,FURNISHED,Ground Floor,No,9.87 km,8.3,11-06-2025,FAMILY,2.5
196,Comfort Villa 50,BTM Layout,2bhk,22433.33,1587.7,Unfurnished,GROUND FLOOR,No,2.78,1.6,19-03-2027,Bachelor,3.4
197,Urban Heights 47,electronic city,2bhk,23731.22,1216.8,Semi-Furnished,Ground Floor,YES,3.61,5.8,26-01-2027,BACHELOR,3.1
198,Elite Apartments 37,indiranagar,3BHK,28749.42,1394,Furnished,GROUND FLOOR,no,8.29,1.3,08-May-27,bachelor,4.2
199,Urban Heights 34,Hebbal,2BHK,28380.43,2559.4,Unfurnished,GROUND FLOOR,YES,8.08,5.7,13-12-2025,family,1.3
200,Sunshine Residency 32,btm layout,1 BHK,10,,unfurnished,Ground Floor,yes,7.94,6.3,15-10-2025,Any,3.1
201,Elite Apartments 86,BTM Layout,1bhk,17521.94,1336.7,furnished,low rise,Yes,4.97,7.7,23-06-2025,FAMILY,3.8
202,Metro View 83,JP Nagar,3 BHK,30846.61,1603.6,FURNISHED,ground floor,no,7.64,4.8,10-Oct-26,family,4.5
203,Royal Residency 5,JP NAGAR,1 BHK,16786.53,919.5,FURNISHED,Mid Rise,,1.05,3.4,22-03-2027,FAMILY,3.2
204,City Homes 84,BTM Layout,2BHK,25598.37,2721.2,semi-furnished,HIGH RISE,yes,2.55,1.4,20-12-2025,bachelor,1.9
205,Metro View 5,KORAMANGALA,2BHK,20957.1,2736.3,FURNISHED,Mid Rise,No,3.76,2.8,10-02-2025,BACHELOR,
206,Lake View Residency 23,Jayanagar,3 BHK,37079.97,1242.1,FURNISHED,ground floor,no,4.34,2.3,12-Oct-25,FAMILY,3.2
207,Royal Residency 17,JP Nagar,1BHK,18468.73,1827.4,unfurnished,ground floor,Yes,3.15,5.1,19-Jul-26,bachelor,4.5
208,Metro View 55,electronic city,1BHK,11980.14,2798.2,semi-furnished,Low Rise,YES,0.68,5.1,31-01-2026,family,2.9
209,Metro View 20,HSR Layout,3bhk,31475.76,2343.7,Furnished,low rise,No,0.81,8.5,25-04-2027,Family,4.1
210,Lake View Residency 82,BTM Layout,3bhk,,1276.6,Unfurnished,Ground Floor,No,2.42,5.8,12-01-2026,BACHELOR,3.4
211,Comfort Villa 29,indiranagar,4 BHK,44221.04,1160.5,Semi-Furnished,Ground Floor,no,0.25,4.2,16-02-2026,bachelor,3.9
212,Royal Residency 34,Electronic City,1BHK,12580.04,1316.1,unfurnished,low rise,no,2.61,,08-02-2025,FAMILY,2.7
213,Metro View 79,electronic city,2 BHK,24906.66,2448.1,FURNISHED,ground floor,no,8.81,8.4,16-Apr-27,BACHELOR,3.2
214,Elite Apartments 27,Jayanagar,3 BHK,31335.28,1683.8,semi-furnished,Mid Rise,NO,9.95,6.8,01-07-2026,BACHELOR,4.4
215,Elite Apartments 36,WHITEFIELD,3BHK,30894.09,2782.2,Semi-Furnished,GROUND FLOOR,YES,3.47,2.7,03-10-2025,Family,3
216,Comfort Villa 65,Hebbal,3 BHK,34256.7,2942.9,unfurnished,HIGH RISE,no,1,9.3,28-01-2025,Bachelor,4.2
217,Lake View Residency 41,jayanagar,1bhk,16573.59,0,Unfurnished,low rise,YES,5.52,4.3,29-06-2027,Any,4.9
218,Lake View Residency 60,Marathahalli,1 BHK,13023.28,1192,FURNISHED,Mid Rise,YES,5.6,7.8,28-Jun-25,Bachelor,3.2
219,Urban Heights 88,KORAMANGALA,1bhk,8413.73,431.8,Furnished,Mid Rise,yes,2.35,1.8,06-06-2026,BACHELOR,3.5
220,Sunshine Residency 3,JP Nagar,2BHK,27254.67,2531.7,Furnished,low rise,Yes,7.75,8.6,14-10-2025,bachelor,1.7
221,Green Park Apartments 36,Jayanagar,2 BHK,20668.79,516,FURNISHED,ground floor,No,5.25 km,3.1,20-01-2027,any,3
222,Urban Heights 74,WHITEFIELD,3bhk,43146.62,2343.5,unfurnished,GROUND FLOOR,no,2.31,4.5,23-02-2025,Bachelor,3.6
223,Comfort Villa 25,jayanagar,2 BHK,500000,1013.8,UNFURNISHED,Low Rise,NO,3.08,2.9,05-04-2025,family,4.9
224,Comfort Villa 100,BTM Layout,2bhk,17794.42,1222.5,Semi-Furnished,GROUND FLOOR,no,5.84,9.8,17-08-2025,any,4.7
225,Budget Homes 51,KORAMANGALA,3 BHK,35293.24,2218.8,semi-furnished,HIGH RISE,No,3.29,8.4,25-12-2026,any,1.7
226,Comfort Villa 67,electronic city,1 BHK,11745.58,1542.8,Unfurnished,GROUND FLOOR,YES,6.36,8.1,14-11-2025,Family,4.4
227,Elite Apartments 52,JP NAGAR,3 BHK,37701.92,1842.5,Unfurnished,Mid Rise,NO,1.91,2.4,16-03-2026,Family,2.6
228,Sunshine Residency 46,btm layout,2BHK,16237.3,2329.8,semi-furnished,Ground Floor,No,4.6,6.9,25-05-2025,Bachelor,4.3
229,Urban Heights 2,Marathahalli,1bhk,11915.65,657.5,furnished,HIGH RISE,YES,5.16,5.9,30-10-2026,bachelor,1.7
230,Royal Residency 3,Indiranagar,2 BHK,26652.53,2050.1,unfurnished,Low Rise,yes,7.29,2.3,29-08-2026,any,2.3
231,Metro View 28,JP Nagar,4 BHK,35619.21,1174,Unfurnished,low rise,YES,7.08,,25-09-2025,FAMILY,4.6
232,Green Park Apartments 28,Marathahalli,3bhk,29041.28,2196.4,unfurnished,Low Rise,YES,2.77,8.4,31-01-2027,Family,2.3
233,Budget Homes 54,Electronic City,3BHK,26285.17,1780.5,semi-furnished,Ground Floor,yes,6.42,4.1,29-08-2025,bachelor,1.2
234,Urban Heights 18,Hebbal,3bhk,29066.03,2778.3,unfurnished,low rise,Yes,6.77,9.1,16-Apr-27,bachelor,4.5
235,City Homes 62,KORAMANGALA,2 BHK,20417.66,1187.9,FURNISHED,High Rise,yes,4.79,5.6,28-01-2025,bachelor,4.2
236,Sunshine Residency 38,hsr layout,1bhk,23027.09,2462.4,Unfurnished,Mid Rise,Yes,1.08 km,6.6,03-05-2027,Bachelor,1.3
237,Royal Residency 75,indiranagar,3bhk,30632.12,1751.6,FURNISHED,Low Rise,yes,0.59,5.3,04-12-2025,Family,2.7
238,Elite Apartments 30,Marathahalli,1bhk,,2486.3,UNFURNISHED,HIGH RISE,YES,7.83,6.9,10-06-2025,bachelor,9.8
239,Budget Homes 15,JP NAGAR,1 BHK,24666.4,934.9,Unfurnished,low rise,YES,2.56 km,8.4,07-02-2027,BACHELOR,2.9
240,Urban Heights 65,Marathahalli,2bhk,26807.29,529.1,semi-furnished,ground floor,No,4.81,9.8,20-Nov-26,FAMILY,1.6
241,City Homes 28,JP Nagar,2 BHK,20809.42,1257.3,furnished,low rise,no,2.41,7.7,11-09-2026,BACHELOR,4.2
242,City Homes 28,hsr layout,3bhk,25187.32,2899,FURNISHED,low rise,NO,8.92,2.3,20-02-2027,Any,4.9
243,Green Park Apartments 30,  BTM Layout  ,2bhk,16824.86,2630.3,Semi-Furnished,High Rise,Yes,0.95,3.5,21-05-2027,Any,
244,Royal Residency 94,Hebbal,3BHK,33408.39,1665.4,semi-furnished,ground floor,yes,1.51,5.9,12-Feb-26,family,1.2
245,Sunshine Residency 8,Indiranagar,3 BHK,27116.27,2771.4,Unfurnished,ground floor,NO,8.04 km,9.1,16-06-2025,bachelor,
246,Lake View Residency 8,hsr layout,3bhk,25897.77,1134.5,FURNISHED,Mid Rise,NO,0.29,5.9,11-06-2026,BACHELOR,4.1
247,Urban Heights 42,KORAMANGALA,2 BHK,25892.27,99999,Semi-Furnished,GROUND FLOOR,NO,9.21,2.3,10-08-2026,Bachelor,4.7
248,Urban Heights 48,JP Nagar,2 BHK,18598.56,677.2,FURNISHED,low rise,Yes,2.94,1.8,14-Nov-25,BACHELOR,2.4
249,City Homes 69,KORAMANGALA,3bhk,31190.36,546.5,Semi-Furnished,Mid Rise,,3.09,6,19-03-2025,Family,9.7
250,Metro View 96,indiranagar,1bhk,16117.78,2844.8,UNFURNISHED,High Rise,Yes,8.17,3.5,02-04-2026,Family,2.4
251,Budget Homes 10,jayanagar,2 BHK,14910.44,2233.9,UNFURNISHED,Ground Floor,No,3.54,1.7,14-Oct-26,Bachelor,4
252,Green Park Apartments 55,hsr layout,2BHK,22404.11,2291.4,furnished,HIGH RISE,No,0.82,8.4,04-06-2027,family,4.7
253,Sunshine Residency 93,JP NAGAR,4 BHK,45411.03,1532.4,semi-furnished,HIGH RISE,No,9.31,5.1,27-Feb-27,Bachelor,1.3
254,Comfort Villa 28,Jayanagar,3BHK,42869.64,1674.8,semi-furnished,Low Rise,no,3.8,4.7,15-03-2025,FAMILY,2.7
255,Comfort Villa 59,Hebbal,4 BHK,-1000,99999,Furnished,High Rise,no,4.59,1.3,19-03-2026,bachelor,4.2
256,Comfort Villa 80,btm layout,2 BHK,28568.59,,FURNISHED,HIGH RISE,NO,7.04,8.7,23-02-2027,BACHELOR,1.4
257,Sunshine Residency 28,Hebbal,2BHK,19644.49,1997.8,Semi-Furnished,ground floor,yes,2.67,7.9,17-04-2026,Family,2.4
258,City Homes 80,Hebbal,3 BHK,34268.57,2647.9,furnished,GROUND FLOOR,no,2.61,9.4,13-12-2025,bachelor,4.6
259,City Homes 44,KORAMANGALA,1bhk,13040.11,1099.7,Unfurnished,Low Rise,No,0.28,4.6,30-05-2025,bachelor,1.3
260,Royal Residency 50,hsr layout,1BHK,15071.51,1257.7,furnished,GROUND FLOOR,yes,8.18,2.2,30-11-2026,Any,2.6
261,Metro View 37,HSR Layout,2BHK,16265.89,1163.6,Furnished,Ground Floor,Yes,6.77,1.4,05-04-2026,bachelor,2
262,City Homes 92,Koramangala,1 BHK,20054.65,920.1,Furnished,Low Rise,Yes,8.89,8.5,30-01-2025,Bachelor,2.8
263,Elite Apartments 31,Indiranagar,4 BHK,41828.79,1363.4,Furnished,High Rise,Yes,9.59,2.4,28-03-2025,Any,4.4
264,Green Park Apartments 59,Marathahalli,3 BHK,38745.71,1488.2,FURNISHED,Ground Floor,Yes,9.65,7.6,29-03-2025,any,4.2
265,Metro View 94,jayanagar,2bhk,18049.31,1760.8,UNFURNISHED,Mid Rise,NO,7.73,3.8,30-06-2027,bachelor,
266,City Homes 38,hsr layout,3 BHK,26175.89,2382,FURNISHED,Mid Rise,No,5.72,1.4,20-10-2025,any,4.1
267,City Homes 6,Indiranagar,2BHK,20301.68,2348.6,FURNISHED,ground floor,no,5.84,3.9,05-02-2025,Bachelor,4.5
268,Metro View 17,btm layout,3 BHK,27578.67,1250,Furnished,ground floor,NO,9.85,3.8,02-11-2026,Family,2.4
269,Budget Homes 40,electronic city,3BHK,33046.01,2276.3,Semi-Furnished,ground floor,NO,1.63,8.8,15-02-2026,Any,2.3
270,Sunshine Residency 25,JP NAGAR,2BHK,18860.37,2132.4,semi-furnished,Mid Rise,NO,7.27,1.6,25-03-2025,Bachelor,3.6
271,Sunshine Residency 8,JP NAGAR,2BHK,16945.31,2249.7,UNFURNISHED,Ground Floor,No,0.36,3.3,03-03-2025,any,1.3
272,Comfort Villa 76,Whitefield,3BHK,30665.36,1900.8,furnished,HIGH RISE,NO,2.79,6.6,12-06-2027,Bachelor,1.9
273,Comfort Villa 85,Indiranagar,1bhk,12992.26,2147.4,furnished,Ground Floor,Yes,3.97,5.9,30-11-2026,bachelor,3.5
274,Green Park Apartments 17,HSR Layout,1 BHK,14801.54,0,furnished,HIGH RISE,NO,1.69,1,04-05-2026,any,4.5
275,Metro View 85,electronic city,3BHK,35534.2,730.1,Semi-Furnished,GROUND FLOOR,NO,1.19,8.3,13-10-2025,family,4.4
276,Elite Apartments 83,btm layout,1bhk,18976.96,2966.6,semi-furnished,High Rise,no,5.91,5,15-06-2026,family,4.4
277,Lake View Residency 36,JP NAGAR,2bhk,,474.6,semi-furnished,Mid Rise,NO,7.53,,05-Apr-25,bachelor,3.7
278,City Homes 98,hsr layout,3 BHK,35483.05,2257,Semi-Furnished,ground floor,YES,3.4,7.9,06-06-2025,Any,4.9
279,Green Park Apartments 78,Hebbal,2bhk,23275.27,1812.9,semi-furnished,HIGH RISE,Yes,6.98,4.1,19-04-2027,any,3.3
280,Comfort Villa 2,BTM Layout,1bhk,13379.59,1480.8,Unfurnished,High Rise,No,2.76,2.7,07-08-2025,Family,3
281,Budget Homes 99,JP Nagar,2 BHK,21192.13,1065.9,unfurnished,Ground Floor,NO,4.71,5.6,25-06-2025,Any,3
282,Royal Residency 43,electronic city,2bhk,14494.53,1269.8,UNFURNISHED,low rise,No,0.88,9.1,15-06-2026,any,4.3
283,Comfort Villa 36,indiranagar,2 BHK,21693.87,2113.9,FURNISHED,HIGH RISE,YES,8.88,8.7,22-06-2026,Family,4.9
284,Royal Residency 11,Electronic City,3bhk,32860.07,428.7,Furnished,High Rise,No,7.06,1.1,28-02-2025,bachelor,2
285,Metro View 38,JP NAGAR,4 BHK,48204.77,540.3,Furnished,low rise,no,1.88 km,4.3,11-03-2026,Family,3.4
286,Green Park Apartments 52,JP Nagar,1 BHK,9602.1,711.7,Unfurnished,HIGH RISE,Yes,1.73,5.1,01-09-2026,Family,3.9
287,Royal Residency 2,jayanagar,3 BHK,26022.61,578.7,Unfurnished,Mid Rise,Yes,6.82,8.3,28-01-2027,Family,2.5
288,Urban Heights 59,KORAMANGALA,4 BHK,41568.86,2855,semi-furnished,ground floor,NO,3.89,1.5,09-08-2026,BACHELOR,6.7
289,Metro View 53,Electronic City,1 BHK,9360.33,2412.9,Furnished,ground floor,YES,9.84,6.7,24-11-2025,Bachelor,1.5
290,Green Park Apartments 37,BTM Layout,2 BHK,31618.8,403.1,furnished,High Rise,yes,0.45,6,16-01-2027,BACHELOR,5
291,Urban Heights 75,JP NAGAR,3BHK,29074.4,926.7,Semi-Furnished,Mid Rise,NO,2.07,,31-03-2027,Family,1.8
292,City Homes 6,  Koramangala  ,3bhk,35459.24,2935,Semi-Furnished,ground floor,yes,0.84,3.1,31-Jan-27,Family,4.4
293,Lake View Residency 87,JP NAGAR,1 BHK,10,999.3,Semi-Furnished,Low Rise,NO,5.92,9.7,29-09-2026,any,4.5
294,Green Park Apartments 36,JP Nagar,3BHK,32457.53,1040.6,Unfurnished,Ground Floor,No,7.21,1.8,18-12-2026,any,1.6
295,Lake View Residency 83,WHITEFIELD,2 BHK,500000,1347.4,semi-furnished,Ground Floor,Yes,8.47,8.1,24-05-2026,Family,3.7
296,Green Park Apartments 68,Hebbal,3BHK,26774.57,,Unfurnished,ground floor,No,6.09,7.8,07-11-2025,Bachelor,4.3
297,Comfort Villa 48,Koramangala,1BHK,23460.37,2835.2,Unfurnished,ground floor,no,8.86,6.3,25-10-2026,bachelor,4.2
298,City Homes 33,  JP NAGAR  ,2BHK,21294.63,1660.9,Furnished,GROUND FLOOR,YES,6.42,2.7,21-09-2026,Any,2.4
299,Budget Homes 84,WHITEFIELD,1BHK,18135.55,2577.5,UNFURNISHED,GROUND FLOOR,Yes,8.57,5.2,20-11-2026,Any,1.7
300,Budget Homes 83,Indiranagar,3 BHK,38019.1,2146.7,FURNISHED,Ground Floor,no,7.14,7.3,10-06-2025,any,4.6
301,Elite Apartments 20,Indiranagar,3 BHK,34318.54,632.2,semi-furnished,Ground Floor,No,0.39,2.9,30-10-2025,bachelor,1.9
302,City Homes 14,JP Nagar,3 BHK,32777.36,443.1,Unfurnished,Ground Floor,YES,0.28 km,4,25-04-2026,any,3.6
303,Royal Residency 66,Whitefield,2BHK,20977.08,1188.8,unfurnished,HIGH RISE,No,5.75,3.4,07-12-2026,Family,9.5
304,Sunshine Residency 84,btm layout,3BHK,37072.98,698.2,UNFURNISHED,High Rise,Yes,0.68,5.5,08-05-2027,BACHELOR,1.9
305,Urban Heights 8,Whitefield,2BHK,19019.46,2667,furnished,Mid Rise,no,3.53,3.7,27-06-2026,FAMILY,3.4
306,Lake View Residency 88,electronic city,1bhk,16582.22,1559.5,FURNISHED,Low Rise,Yes,7.42,5.9,20-11-2026,Any,4.5
307,Green Park Apartments 70,Jayanagar,2 BHK,23192,1342.5,furnished,High Rise,YES,5.6,4.1,30-10-2026,any,2.3
308,Sunshine Residency 37,JP NAGAR,2bhk,26282.83,1055.7,UNFURNISHED,ground floor,YES,2.05,6.8,06-05-2026,FAMILY,3.8
309,Lake View Residency 50,Jayanagar,3BHK,33244.96,1422.1,FURNISHED,Mid Rise,No,0.55,8.7,05-08-2025,family,4
310,Royal Residency 72,Marathahalli,4 BHK,999999,1282.2,Semi-Furnished,High Rise,no,2.4,1.7,28-Jan-27,Family,2.2
311,Metro View 16,electronic city,3 BHK,33379.25,650.5,Semi-Furnished,Mid Rise,YES,0.73,3.6,10-Jul-26,Any,1.3
312,Elite Apartments 39,JP Nagar,2BHK,19552.47,2977.8,UNFURNISHED,GROUND FLOOR,yes,5.62,5.8,10-09-2026,bachelor,1.5
313,Metro View 38,JP NAGAR,4 BHK,51733.76,2382.1,Semi-Furnished,Mid Rise,yes,6.52,2.9,12-07-2026,family,3.1
314,Metro View 75,Electronic City,2bhk,20007.91,1819.5,furnished,Mid Rise,no,3.65,3.3,21-04-2026,Any,
315,Elite Apartments 29,Indiranagar,3 BHK,33173.27,2253.8,Semi-Furnished,Mid Rise,,0.39,4.6,07-05-2027,Any,4.3
316,Urban Heights 32,jayanagar,4 BHK,42429.1,2661,semi-furnished,Low Rise,No,7.22,5,25-02-2027,Any,4.2
317,Green Park Apartments 73,JP NAGAR,3bhk,32793.97,626.2,furnished,Mid Rise,Yes,9.35,6.9,06-02-2025,Bachelor,1.9
318,Green Park Apartments 29,Hebbal,1 BHK,12386.39,1348.5,FURNISHED,GROUND FLOOR,No,0.41,4.4,06-10-2026,Any,2.4
319,Metro View 33,Koramangala,2BHK,17087.04,731.6,Unfurnished,HIGH RISE,NO,9.03,9.9,27-07-2025,any,1.5
320,Urban Heights 25,hsr layout,2BHK,22204.91,2932.2,unfurnished,ground floor,yes,5.28,4.3,23-02-2025,Any,2.6
321,Metro View 60,hsr layout,1BHK,14089.35,1913.6,Furnished,GROUND FLOOR,NO,6.85,8,02-05-2025,bachelor,1.6
322,Urban Heights 82,Indiranagar,1BHK,14022.61,1719.1,UNFURNISHED,ground floor,Yes,1.15,5,22-01-2026,Bachelor,1.6
323,Green Park Apartments 43,KORAMANGALA,1 BHK,10948.56,1797.9,semi-furnished,Ground Floor,Yes,3.12,9.8,27-Jan-26,Any,1.7
324,Sunshine Residency 56,indiranagar,3BHK,33883.27,2128.2,semi-furnished,HIGH RISE,YES,9.45,8.2,19-05-2027,bachelor,4.6
325,Sunshine Residency 57,indiranagar,1bhk,16612.82,1991.5,furnished,GROUND FLOOR,no,4.63,8.2,08-Jan-27,any,7.6
326,Elite Apartments 81,Indiranagar,3BHK,32215.54,710,unfurnished,High Rise,yes,9.03,1.6,17-Nov-25,Bachelor,1.1
327,Royal Residency 7,Marathahalli,2 BHK,22882.62,2088.4,unfurnished,ground floor,,,7.3,04-10-2026,bachelor,1.1
328,Lake View Residency 52,btm layout,2BHK,22575.53,816.1,furnished,High Rise,NO,6.21,9.7,05-03-2025,family,3.4
329,Elite Apartments 39,Marathahalli,1BHK,15582.5,2150.9,furnished,ground floor,Yes,6.04,3.8,26-06-2027,FAMILY,3.3
330,Urban Heights 68,BTM Layout,1bhk,14431.3,659.6,FURNISHED,Ground Floor,Yes,6.9,7.3,01-06-2026,family,3
331,Comfort Villa 83,hsr layout,1bhk,17235.01,2089.2,semi-furnished,Mid Rise,no,8.4,4.7,09-04-2026,family,2.2
332,Lake View Residency 68,btm layout,2 BHK,14230.4,2163.7,Semi-Furnished,ground floor,no,6.85,8.4,26-04-2027,any,1.2
333,Sunshine Residency 12,WHITEFIELD,3 BHK,33061.65,-100,FURNISHED,low rise,no,9,4.5,16-01-2025,any,4.1
334,Comfort Villa 11,electronic city,4 BHK,45077.98,1755.3,semi-furnished,ground floor,YES,5.32,,01-12-2025,BACHELOR,4.8
335,City Homes 8,hsr layout,3 BHK,,1795.9,Unfurnished,low rise,Yes,7.33,2.7,10-12-2026,bachelor,2.3
336,Urban Heights 74,WHITEFIELD,4 BHK,48201.07,1858.3,Furnished,Ground Floor,NO,5.46,6,20-05-2025,Family,1.1
337,City Homes 3,  Indiranagar  ,3BHK,34036.03,,furnished,ground floor,YES,3.56,5.1,02-03-2025,any,4
338,Metro View 29,hsr layout,2 BHK,22586.48,2891.2,semi-furnished,GROUND FLOOR,no,1.87,7.9,24-May-27,any,3.3
339,Lake View Residency 67,BTM Layout,1 BHK,13646.44,1668.3,FURNISHED,low rise,Yes,4.32,,18-06-2025,Family,2.2
340,Sunshine Residency 47,Hebbal,3bhk,36390.77,,semi-furnished,GROUND FLOOR,yes,5.54,2.9,09-06-2026,FAMILY,5
341,Royal Residency 66,JP NAGAR,1BHK,17224.91,1745.5,UNFURNISHED,GROUND FLOOR,no,1.7,5.2,28-Dec-25,Family,2.5
342,Sunshine Residency 27,  HSR Layout  ,3bhk,30675.11,1439.1,Semi-Furnished,Ground Floor,yes,2.34 km,4.1,23-10-2026,Family,1.8
343,Lake View Residency 19,Jayanagar,3bhk,33499.27,1346.2,unfurnished,GROUND FLOOR,no,0.62,2.7,22-Jun-26,Bachelor,2.8
344,Metro View 64,WHITEFIELD,3BHK,29284.42,2680,Furnished,Low Rise,yes,7.31,1.8,13-Sep-26,bachelor,4.3
345,Sunshine Residency 20,HSR Layout,1 BHK,16117.3,1334.5,UNFURNISHED,High Rise,yes,8.99,7.9,03-03-2025,Any,4.9
346,Elite Apartments 61,WHITEFIELD,3BHK,27027.52,469.6,unfurnished,High Rise,no,4.38,,13-05-2027,Any,2.1
347,Urban Heights 30,hsr layout,2BHK,24617.97,805.5,FURNISHED,Ground Floor,no,5.93,3.4,13-04-2025,family,2.3
348,Elite Apartments 29,HSR Layout,1bhk,6854.59,2376.8,Furnished,ground floor,yes,4.99,2.4,05-07-2025,any,
349,Comfort Villa 37,Jayanagar,1bhk,23014.76,460.5,FURNISHED,ground floor,yes,7.73,5,28-09-2025,FAMILY,1.2
350,City Homes 54,Koramangala,3 BHK,29090.51,1582,Semi-Furnished,High Rise,Yes,9.66,8.5,13-06-2026,Bachelor,1.4
351,Sunshine Residency 88,  Hebbal  ,2 BHK,999999,1053.8,Semi-Furnished,low rise,NO,1.34,2.5,05-05-2025,BACHELOR,3
352,Green Park Apartments 44,Indiranagar,3 BHK,37253.59,1303.2,Furnished,HIGH RISE,YES,8.61,4.8,14-11-2026,Family,3.5
353,Green Park Apartments 78,Hebbal,1bhk,16104.46,2943.3,UNFURNISHED,High Rise,YES,8.77,,10-04-2025,BACHELOR,1.5
354,Comfort Villa 72,JP NAGAR,2 BHK,21986.34,2819.3,Furnished,low rise,NO,6.99,9.6,06-08-2025,FAMILY,4.9
355,Metro View 59,Hebbal,3bhk,42209.22,1465.7,furnished,GROUND FLOOR,No,8.38,4.1,13-11-2025,bachelor,3.8
356,Elite Apartments 52,HSR Layout,2bhk,23078.9,1640.9,Furnished,GROUND FLOOR,yes,7.96,7.1,03-05-2027,Bachelor,2.1
357,Comfort Villa 23,JP NAGAR,3bhk,33929.1,2034.9,Unfurnished,Low Rise,no,5.29,1.5,17-06-2025,FAMILY,3.7
358,Lake View Residency 29,indiranagar,3 BHK,32851.97,1823.8,UNFURNISHED,low rise,,7.59,3.5,16-May-26,bachelor,1.5
359,Urban Heights 45,Marathahalli,2 BHK,21470.64,2328,UNFURNISHED,Low Rise,no,2.54,9.9,12-11-2025,any,4.4
360,Comfort Villa 45,JP NAGAR,1BHK,17427.01,439.1,furnished,GROUND FLOOR,Yes,9.68,9.9,25-07-2026,any,3.9
361,Budget Homes 33,Koramangala,1BHK,16084.9,441,unfurnished,Ground Floor,NO,9.53,1.8,21-06-2027,Family,2.7
362,City Homes 80,indiranagar,1BHK,3574.7,629.8,Unfurnished,Mid Rise,NO,7.94,6.3,22-03-2026,bachelor,3
363,Lake View Residency 43,Jayanagar,2bhk,24415.53,2470.6,FURNISHED,low rise,NO,4.23,4.4,06-07-2026,Bachelor,2.3
364,Lake View Residency 28,JP Nagar,1 BHK,13367.54,2548.1,furnished,Mid Rise,no,6.78,9.6,02-02-2026,Family,2.5
365,Elite Apartments 9,KORAMANGALA,3BHK,27901.74,574,FURNISHED,HIGH RISE,No,3.56,8.4,07-Jun-26,bachelor,1.7
366,Sunshine Residency 21,WHITEFIELD,3 BHK,28004.4,2246.6,semi-furnished,HIGH RISE,NO,4.17,10,29-Jul-26,Bachelor,3.2
367,Green Park Apartments 72,Koramangala,1BHK,12402.86,597.6,FURNISHED,Mid Rise,NO,0.31,2.6,02-03-2026,BACHELOR,4.9
368,Sunshine Residency 76,Whitefield,2 BHK,23672.6,1018.7,FURNISHED,ground floor,Yes,0.57,,29-07-2026,family,4.4
369,Metro View 39,HSR Layout,1 BHK,4370.96,1974,Semi-Furnished,GROUND FLOOR,No,2.12,6.3,31-05-2026,Family,4.5
370,Sunshine Residency 7,Indiranagar,3BHK,30998.45,1151.6,Unfurnished,Low Rise,no,3.16,9.1,16-Dec-25,any,1.9
371,Urban Heights 13,Jayanagar,2BHK,27660.34,2057.3,Unfurnished,Low Rise,NO,,9.6,09-04-2027,family,2.9
372,Sunshine Residency 17,WHITEFIELD,3bhk,29708.97,2893.8,semi-furnished,ground floor,NO,1.2,6.1,28-02-2027,Any,1.9
373,Green Park Apartments 30,Indiranagar,3 BHK,36628.65,621.1,semi-furnished,Ground Floor,NO,8.07,5,15-06-2027,family,1.9
374,Lake View Residency 20,WHITEFIELD,3bhk,34340.52,818.1,UNFURNISHED,GROUND FLOOR,YES,2.59,1.5,06-01-2027,Family,4.4
375,Elite Apartments 68,Electronic City,3BHK,22887.56,2970,Semi-Furnished,Mid Rise,no,8.95,2.1,05-02-2027,BACHELOR,5
376,Budget Homes 12,Marathahalli,1bhk,25148.94,2582.1,FURNISHED,low rise,YES,7.78,1.9,29-11-2025,family,4
377,City Homes 6,WHITEFIELD,1BHK,12450.81,1914.4,furnished,Mid Rise,no,3.73,2.8,21-12-2026,Bachelor,2.2
378,Urban Heights 1,WHITEFIELD,1 BHK,7572.46,2858.7,UNFURNISHED,HIGH RISE,NO,1.83,8.2,29-10-2025,bachelor,1.2
379,Urban Heights 100,Marathahalli,1bhk,3600.59,1875.1,semi-furnished,High Rise,YES,4.92,8.6,02-Jan-27,bachelor,3.1
380,Comfort Villa 99,JP NAGAR,1BHK,,-100,furnished,HIGH RISE,,8.75,9.2,16-06-2027,FAMILY,
381,Budget Homes 44,JP Nagar,3BHK,33733.87,,UNFURNISHED,GROUND FLOOR,NO,0.79,7.2,02-02-2026,any,4.4
382,Metro View 3,JP NAGAR,2bhk,26196.21,1737.6,Semi-Furnished,Low Rise,No,0.21,3.9,16-04-2025,Family,4
383,City Homes 53,Koramangala,2 BHK,21984.28,981.2,semi-furnished,Low Rise,Yes,6.95,4.4,04-12-2026,any,3.6
384,Green Park Apartments 35,indiranagar,4 BHK,40501.81,885.3,Unfurnished,High Rise,yes,8.02,9.1,03-Feb-26,FAMILY,4.9
385,Budget Homes 12,Hebbal,1bhk,14568.3,2609.7,FURNISHED,Low Rise,Yes,2.78 km,9.6,27-08-2025,Any,4
